ACCOUNT_NUM,OWNERSHIP_GROUP
00000255724000000,CITY OF DALLAS
00000256027000000,CITY OF DALLAS
00000259792000000,CITY OF DALLAS
00000261082000000,CITY OF DALLAS
00000263551000000,CITY OF DALLAS
00000263614000000,CITY OF DALLAS
00000266161000000,CITY OF DALLAS
00000266167000000,CITY OF DALLAS
00000266171000000,CITY OF DALLAS
00000266172000000,CITY OF DALLAS
00000266177000000,CITY OF DALLAS
00000266191000000,CITY OF DALLAS
00000266290000000,CITY OF DALLAS
00000266302000000,CITY OF DALLAS
00000266302000100,CITY OF DALLAS
00000266314000000,CITY OF DALLAS
00000266386000000,CITY OF DALLAS
00000266392000000,CITY OF DALLAS
00000266406000000,CITY OF DALLAS
00000266407000000,CITY OF DALLAS
00000266410000000,CITY OF DALLAS
00000266413000000,CITY OF DALLAS
00000266470000000,CITY OF DALLAS
00000266539000000,CITY OF DALLAS
00000266647000000,DALLAS HOUSING AUTHORITY
00000266650000000,CITY OF DALLAS
00000266764000000,CITY OF DALLAS
00000266767000000,CITY OF DALLAS
00000266773000000,CITY OF DALLAS
00000266776000000,CITY OF DALLAS
00000266782000000,CITY OF DALLAS
00000266797000000,CITY OF DALLAS
00000266827000000,CITY OF DALLAS
00000266947000000,MULTIPLE OWNERS
00000267043000100,DART
00000267046000100,DART
00000267055000100,DART
00000267643000000,CITY OF DALLAS
00000267649000000,CITY OF DALLAS
00000267673000000,CITY OF DALLAS
00000267697000000,CITY OF DALLAS
00000267745000000,CITY OF DALLAS
00000267787000000,CITY OF DALLAS
00000267790000000,CITY OF DALLAS
00000267796000000,CITY OF DALLAS
00000267811000000,CITY OF DALLAS
00000267820000000,CITY OF DALLAS
00000267823000000,CITY OF DALLAS
00000268177000000,CITY OF DALLAS
00000268192000000,CITY OF DALLAS
00000268201000000,CITY OF DALLAS
00000268213000000,CITY OF DALLAS
00000268216000000,CITY OF DALLAS
00000268219000000,CITY OF DALLAS
00000268222000000,CITY OF DALLAS
00000268240000000,CITY OF DALLAS
00000268252000000,CITY OF DALLAS
00000268675000000,CITY OF DALLAS
00000268975000000,CITY OF DALLAS
00000269062000000,CITY OF DALLAS
00000269635000000,CITY OF DALLAS
00000270298000000,CITY OF DALLAS
00000270313000000,CITY OF DALLAS
00000271744000000,CITY OF DALLAS
00000272999000000,CITY OF DALLAS
00000274117000100,CITY OF DALLAS
00000274270000000,DALLAS ISD
00000275143000000,CITY OF DALLAS
00000275263000000,CITY OF DALLAS
00000275842000000,CITY OF DALLAS
00000276028500000,CITY OF DALLAS
00000276034000000,CITY OF DALLAS
00000276037000000,CITY OF DALLAS
00000276076000000,CITY OF DALLAS
00000276487000000,CITY OF DALLAS
00000276643000000,CITY OF DALLAS
00000276649000000,CITY OF DALLAS
00000276670000000,CITY OF DALLAS
00000276676000000,CITY OF DALLAS
00000276685000000,CITY OF DALLAS
00000276688000000,CITY OF DALLAS
00000276694000000,CITY OF DALLAS
00000276700000000,CITY OF DALLAS
00000276712000000,CITY OF DALLAS
00000276715000000,CITY OF DALLAS
00000277009000000,CITY OF DALLAS
00000277429000000,CITY OF DALLAS
00000277873000000,CITY OF DALLAS
00000278575000000,DART
00000278611000000,DART
00000278758000000,DART
00000278780000000,DART
00000278797000000,DART
00000278812000000,DART
00000278830000000,DART
00000278842000000,DART
00000279244000000,DART
00000279247000000,DART
00000279250000000,DART
00000279337000000,DART
00000279421000000,DART
00000279424000000,DART
00000279499000000,DART
00000279502000000,DART
00000279616000000,DART
00000279640000000,CITY OF DALLAS
00000279652000000,CITY OF DALLAS
00000279691000000,DART
00000279694000000,DART
00000279745000000,CITY OF DALLAS
00000279799000000,CITY OF DALLAS
00000279874000000,CITY OF DALLAS
00000280237000000,CITY OF DALLAS
00000280993000000,CITY OF DALLAS
00000281041000000,CITY OF DALLAS
00000281116000000,CITY OF DALLAS
00000282427000000,DALLAS ISD
00000284473000000,CITY OF DALLAS
00000284551000000,CITY OF DALLAS
00000284572000000,CITY OF DALLAS
00000284578000000,CITY OF DALLAS
00000284887000000,CITY OF DALLAS
00000284989000000,DART
00000284998000000,DART
00000285001000000,DART
00000285004000000,DART
00000285007000000,DART
00000285010000000,DART
00000285013000000,DART
00000285061000000,DART
00000285064000000,DART
00000285121000000,DART
00000285157000000,DART
00000285184000000,DART
00000285190000000,DART
00000285205000000,DART
00000285208000000,DART
00000285253000000,CITY OF DALLAS
00000285628000000,MULTIPLE OWNERS
00000286786000000,CITY OF DALLAS
00000286789000000,CITY OF DALLAS
00000286792000000,CITY OF DALLAS
00000288172000000,CITY OF DALLAS
00000288175000000,CITY OF DALLAS
00000288178000000,CITY OF DALLAS
00000288181000000,CITY OF DALLAS
00000288184000100,DART
00000288187000000,CITY OF DALLAS
00000288622000000,CITY OF DALLAS
00000291934000000,CITY OF DALLAS
00000291937000000,CITY OF DALLAS
00000291952000000,CITY OF DALLAS
00000292702000000,DALLAS ISD
00000293665000100,DART
00000293917000100,DART
00000293920000100,DART
00000294244000000,DALLAS ISD
00000294847000000,DALLAS HOUSING AUTHORITY
00000294871000000,CITY OF DALLAS
00000295000000000,CITY OF DALLAS
00000295024000000,CITY OF DALLAS
00000295027000000,CITY OF DALLAS
00000295027000100,CITY OF DALLAS
00000295030000000,CITY OF DALLAS
00000295033000000,CITY OF DALLAS
00000295036000000,CITY OF DALLAS
00000297085000000,DALLAS HOUSING AUTHORITY
00000297094000000,CITY OF DALLAS
00000297202000000,CITY OF DALLAS
00000298594000000,CITY OF DALLAS
00000298609000000,CITY OF DALLAS
00000299173000000,CITY OF DALLAS
00000299326000000,CITY OF DALLAS
00000299687000000,CITY OF DALLAS
00000299690000000,CITY OF DALLAS
00000299729000000,CITY OF DALLAS
00000301834000000,CITY OF DALLAS
00000301972000000,CITY OF DALLAS
00000301987000000,DALLAS HOUSING AUTHORITY
00000302293000000,CITY OF DALLAS
00000302575000000,DART
00000302578000000,DART
00000303043000000,DALLAS HOUSING AUTHORITY
00000304111000000,CITY OF DALLAS
00000304636000000,CITY OF DALLAS
00000306976000500,CITY OF DALLAS
00000310129000000,DALLAS HOUSING AUTHORITY
00000310471000000,DALLAS HOUSING AUTHORITY
00000311078500000,CITY OF DALLAS
00000311104000000,CITY OF DALLAS
00000311365000000,DART
00000311368000000,DART
00000311371000000,DART
00000311374000000,DART
00000312166000000,CITY OF DALLAS
00000312190000000,CITY OF DALLAS
00000312208000000,CITY OF DALLAS
00000314506000000,CITY OF DALLAS
00000314548000000,CITY OF DALLAS
00000314899000000,CITY OF DALLAS
00000315565000000,CITY OF DALLAS
00000316459000000,MULTIPLE OWNERS
00000316765000000,CITY OF DALLAS
00000317182000000,CITY OF DALLAS
00000317185000000,CITY OF DALLAS
00000317188000000,CITY OF DALLAS
00000317191000000,CITY OF DALLAS
00000317194000000,CITY OF DALLAS
00000317197000000,CITY OF DALLAS
00000317200000000,CITY OF DALLAS
00000317203000000,CITY OF DALLAS
00000317206000000,CITY OF DALLAS
00000317209000000,CITY OF DALLAS
00000317212000000,CITY OF DALLAS
00000317215000000,CITY OF DALLAS
00000317218000000,CITY OF DALLAS
00000317221000000,CITY OF DALLAS
00000317224000000,CITY OF DALLAS
00000317227000000,CITY OF DALLAS
00000317230000000,CITY OF DALLAS
00000317233000000,CITY OF DALLAS
00000317236000000,CITY OF DALLAS
00000317239000000,CITY OF DALLAS
00000317242000000,CITY OF DALLAS
00000317245000000,CITY OF DALLAS
00000317248000000,CITY OF DALLAS
00000317251000000,CITY OF DALLAS
00000317254000000,CITY OF DALLAS
00000317257000000,CITY OF DALLAS
00000317260000000,CITY OF DALLAS
00000317263000000,CITY OF DALLAS
00000317725000000,CITY OF DALLAS
00000317749000000,DART
00000317911000000,CITY OF DALLAS
00000318625000000,CITY OF DALLAS
00000318652000000,CITY OF DALLAS
00000319594000000,CITY OF DALLAS
00000319780000000,CITY OF DALLAS
00000319882000000,CITY OF DALLAS
00000320020000100,CITY OF DALLAS
00000320023000300,CITY OF DALLAS
00000320032000200,CITY OF DALLAS
00000320035000100,CITY OF DALLAS
00000320038000000,CITY OF DALLAS
00000320038000100,CITY OF DALLAS
00000320041000100,CITY OF DALLAS
00000320056000100,CITY OF DALLAS
00000320065000100,DART
00000320068000100,CITY OF DALLAS
00000320077000000,CITY OF DALLAS
00000320086000000,CITY OF DALLAS
00000320086000100,CITY OF DALLAS
00000320086000200,CITY OF DALLAS
00000320182000000,CITY OF DALLAS
00000321367000000,CITY OF DALLAS
00000322519000000,CITY OF DALLAS
00000322525000000,CITY OF DALLAS
00000322678000000,CITY OF DALLAS
00000322681000000,CITY OF DALLAS
00000322705000000,CITY OF DALLAS
00000322708000000,CITY OF DALLAS
00000322717000000,CITY OF DALLAS
00000322747000000,CITY OF DALLAS
00000322780000000,CITY OF DALLAS
00000322834000000,CITY OF DALLAS
00000322843000000,CITY OF DALLAS
00000322846000000,CITY OF DALLAS
00000322849000000,CITY OF DALLAS
00000322897000000,CITY OF DALLAS
00000322909000000,CITY OF DALLAS
00000322912000000,CITY OF DALLAS
00000322915000000,CITY OF DALLAS
00000322918000000,CITY OF DALLAS
00000322924000000,CITY OF DALLAS
00000323011000000,CITY OF DALLAS
00000323014000000,CITY OF DALLAS
00000323029000000,CITY OF DALLAS
00000323044000000,CITY OF DALLAS
00000323062000000,MULTIPLE OWNERS
00000323152000000,CITY OF DALLAS
00000323161000100,CITY OF DALLAS
00000323179000000,CITY OF DALLAS
00000323188000000,CITY OF DALLAS
00000323203000000,CITY OF DALLAS
00000323923000000,CITY OF DALLAS
00000323932000000,CITY OF DALLAS
00000324142000000,DART
00000324343000000,DALLAS HOUSING AUTHORITY
00000324433000000,CITY OF DALLAS
00000324439000000,MULTIPLE OWNERS
00000324739000000,CITY OF DALLAS
00000324811000000,CITY OF DALLAS
00000324931000000,MULTIPLE OWNERS
00000325249000000,DALLAS HOUSING AUTHORITY
00000325369000000,CITY OF DALLAS
00000325375000000,CITY OF DALLAS
00000325408000000,CITY OF DALLAS
00000325489000000,CITY OF DALLAS
00000328909000000,CITY OF DALLAS
00000331102000000,CITY OF DALLAS
00000331360000000,CITY OF DALLAS
00000331639000000,CITY OF DALLAS
00000331642000000,CITY OF DALLAS
00000331645000000,CITY OF DALLAS
00000332542000000,CITY OF DALLAS
00000333049000000,CITY OF DALLAS
00000333052000000,CITY OF DALLAS
00000333061000000,CITY OF DALLAS
00000333088000000,CITY OF DALLAS
00000333088000100,CITY OF DALLAS
00000333097000100,CITY OF DALLAS
00000333100000000,CITY OF DALLAS
00000333124000000,CITY OF DALLAS
00000333151000000,CITY OF DALLAS
00000334162000000,CITY OF DALLAS
00000335308000000,DART
00000335311000000,DART
00000335332000000,DART
00000335392000000,DART
00000335423000000,DART
00000335425000000,DART
00000335452000000,DART
00000336025000000,CITY OF DALLAS
00000336028000000,CITY OF DALLAS
00000336031000000,CITY OF DALLAS
00000336034000000,CITY OF DALLAS
00000336217000000,CITY OF DALLAS
00000338497000000,CITY OF DALLAS
00000338794000000,CITY OF DALLAS
00000338827000000,CITY OF DALLAS
00000338833000000,CITY OF DALLAS
00000338941000000,CITY OF DALLAS
00000345166000000,CITY OF DALLAS
00000345166000100,CITY OF DALLAS
00000349261000000,CITY OF DALLAS
00000350428000000,CITY OF DALLAS
00000351364000000,CITY OF DALLAS
00000351364000100,CITY OF DALLAS
00000352096000000,CITY OF DALLAS
00000352222000000,CITY OF DALLAS
00000354988000000,CITY OF DALLAS
00000357421000000,CITY OF DALLAS
00000357514000000,CITY OF DALLAS
00000357541000000,CITY OF DALLAS
00000358207920000,CITY OF DALLAS
00000358209000000,CITY OF DALLAS
00000358209100000,CITY OF DALLAS
00000358210250000,CITY OF DALLAS
00000362722000000,CITY OF DALLAS
00000363385000100,CITY OF DALLAS
00000363511000000,DALLAS HOUSING AUTHORITY
00000365593000000,CITY OF DALLAS
00000365596000000,CITY OF DALLAS
00000366019000000,DART
00000366733000000,CITY OF DALLAS
00000366733500000,CITY OF DALLAS
00000367126000000,CITY OF DALLAS
00000367714000000,CITY OF DALLAS
00000367723000000,CITY OF DALLAS
00000367936000000,CITY OF DALLAS
00000367943000000,CITY OF DALLAS
00000367944000000,CITY OF DALLAS
00000367955000000,CITY OF DALLAS
00000367961000000,CITY OF DALLAS
00000367974000000,CITY OF DALLAS
00000367984000000,CITY OF DALLAS
00000367988000000,CITY OF DALLAS
00000367989000000,CITY OF DALLAS
00000368273500000,DALLAS ISD
00000368274000000,DALLAS ISD
00000368638000000,CITY OF DALLAS
00000368641000000,CITY OF DALLAS
00000370525000000,CITY OF DALLAS
00000370555000000,CITY OF DALLAS
00000370561000000,CITY OF DALLAS
00000371326000000,CITY OF DALLAS
00000371701000000,CITY OF DALLAS
00000374608000000,CITY OF DALLAS
00000380002000000,CITY OF DALLAS
00000380005000000,CITY OF DALLAS
00000380008000000,CITY OF DALLAS
00000380011000000,CITY OF DALLAS
00000380020000000,CITY OF DALLAS
00000380023000000,CITY OF DALLAS
00000387301000000,CITY OF DALLAS
00000387311000000,CITY OF DALLAS
00000391417000000,CITY OF DALLAS
00000391420000000,CITY OF DALLAS
00000393466000100,CITY OF DALLAS
00000394891000000,CITY OF DALLAS
00000395740000000,CITY OF DALLAS
00000395836000000,CITY OF DALLAS
00000395838000000,CITY OF DALLAS
00000395914000000,CITY OF DALLAS
00000395917000000,CITY OF DALLAS
00000395998000100,CITY OF DALLAS
00000398530000000,CITY OF DALLAS
00000398533000000,CITY OF DALLAS
00000402085000000,CITY OF DALLAS
00000405727000000,CITY OF DALLAS
00000414646000000,CITY OF DALLAS
00000414702000000,CITY OF DALLAS
00000414742120000,CITY OF DALLAS
00000418414000000,CITY OF DALLAS
00000423232000000,CITY OF DALLAS
00000429685000000,DART
00000429829000000,CITY OF DALLAS
00000430297000000,DALLAS COUNTY
00000430405000000,DALLAS COUNTY
00000430408000000,DALLAS COUNTY
00000430411000000,DALLAS COUNTY
00000430420000000,DALLAS COUNTY
00000430426000000,DALLAS COUNTY
00000430435000000,DALLAS COUNTY
00000430438000000,DALLAS COUNTY
00000430462000000,DALLAS COUNTY
00000432463000000,CITY OF DALLAS
00000432739000000,CITY OF DALLAS
00000432970000000,CITY OF DALLAS
00000433198000000,CITY OF DALLAS
00000433537000000,CITY OF DALLAS
00000433582000000,CITY OF DALLAS
00000433595000000,CITY OF DALLAS
00000433837000000,CITY OF DALLAS
00000434200000000,CITY OF DALLAS
00000434206000000,CITY OF DALLAS
00000434227000000,DART
00000434233000000,DART
00000434254000000,DART
00000434257000000,DART
00000434260000000,DART
00000434494000000,CITY OF DALLAS
00000434494000100,CITY OF DALLAS
00000434509000100,CITY OF DALLAS
00000434584000000,CITY OF DALLAS
00000434584000100,CITY OF DALLAS
00000434677000000,CITY OF DALLAS
00000434680000000,CITY OF DALLAS
00000434683000000,CITY OF DALLAS
00000436327000000,CITY OF DALLAS
00000436330000000,CITY OF DALLAS
00000436348000000,CITY OF DALLAS
00000436699000000,CITY OF DALLAS
00000436732000000,CITY OF DALLAS
00000438298000000,CITY OF DALLAS
00000438748000000,CITY OF DALLAS
00000440608000000,CITY OF DALLAS
00000440611000000,CITY OF DALLAS
00000441766000000,CITY OF DALLAS
00000443180000000,CITY OF DALLAS
00000444604000000,CITY OF DALLAS
00000444607000000,CITY OF DALLAS
00000445294000000,CITY OF DALLAS
00000445348000000,CITY OF DALLAS
00000445348000100,CITY OF DALLAS
00000445421000000,DALLAS ISD
00000445423000000,DALLAS ISD
00000445426000000,DALLAS ISD
00000446281000000,DALLAS HOUSING AUTHORITY
00000446875000000,DALLAS HOUSING AUTHORITY
00000448210000000,CITY OF DALLAS
00000448219500000,CITY OF DALLAS
00000448225500000,CITY OF DALLAS
00000448232000000,CITY OF DALLAS
00000448249000000,CITY OF DALLAS
00000449572000000,CITY OF DALLAS
00000449575000000,CITY OF DALLAS
00000449578000000,CITY OF DALLAS
00000449581000000,CITY OF DALLAS
00000449584000000,CITY OF DALLAS
00000449587000000,CITY OF DALLAS
00000451768000000,CITY OF DALLAS
00000452206000000,DALLAS HOUSING AUTHORITY
00000453451000000,CITY OF DALLAS
00000453938000000,CITY OF DALLAS
00000453940000000,CITY OF DALLAS
00000453943000000,CITY OF DALLAS
00000454033000000,CITY OF DALLAS
00000454036000000,CITY OF DALLAS
00000455398000000,CITY OF DALLAS
00000455398000100,CITY OF DALLAS
00000455437000000,CITY OF DALLAS
00000456175000000,CITY OF DALLAS
00000456178000000,CITY OF DALLAS
00000456181000000,CITY OF DALLAS
00000456184000000,CITY OF DALLAS
00000456187000000,CITY OF DALLAS
00000456190000000,CITY OF DALLAS
00000456193000000,CITY OF DALLAS
00000456196000000,CITY OF DALLAS
00000456199000000,CITY OF DALLAS
00000456202000000,CITY OF DALLAS
00000456205000000,CITY OF DALLAS
00000456208000000,CITY OF DALLAS
00000456211000000,CITY OF DALLAS
00000456214000000,CITY OF DALLAS
00000456217000000,CITY OF DALLAS
00000456220000000,CITY OF DALLAS
00000456223000000,CITY OF DALLAS
00000456226000000,CITY OF DALLAS
00000456259000000,CITY OF DALLAS
00000456262000000,CITY OF DALLAS
00000456265000000,CITY OF DALLAS
00000456271000000,CITY OF DALLAS
00000456274000000,CITY OF DALLAS
00000456280000000,CITY OF DALLAS
00000456286000000,CITY OF DALLAS
00000456292000000,CITY OF DALLAS
00000456298000000,CITY OF DALLAS
00000456304000000,CITY OF DALLAS
00000456307000000,CITY OF DALLAS
00000456310000000,CITY OF DALLAS
00000456313000000,CITY OF DALLAS
00000457213000000,CITY OF DALLAS
00000457405000000,CITY OF DALLAS
00000457441000000,DALLAS ISD
00000457717000000,CITY OF DALLAS
00000457723000000,CITY OF DALLAS
00000457726000000,CITY OF DALLAS
00000457729000000,CITY OF DALLAS
00000457732000000,CITY OF DALLAS
00000457735000000,CITY OF DALLAS
00000457738000000,CITY OF DALLAS
00000457741000000,CITY OF DALLAS
00000457744000000,CITY OF DALLAS
00000457867000000,CITY OF DALLAS
00000457876000000,CITY OF DALLAS
00000458032000000,CITY OF DALLAS
00000458122000000,CITY OF DALLAS
00000458125000000,CITY OF DALLAS
00000458128000000,CITY OF DALLAS
00000458131000000,CITY OF DALLAS
00000458134000000,CITY OF DALLAS
00000458137000000,CITY OF DALLAS
00000458140000000,CITY OF DALLAS
00000458143000000,CITY OF DALLAS
00000458146000000,CITY OF DALLAS
00000458149000000,CITY OF DALLAS
00000458152000000,CITY OF DALLAS
00000458155000000,CITY OF DALLAS
00000458158000000,CITY OF DALLAS
00000458161000000,CITY OF DALLAS
00000458167000000,CITY OF DALLAS
00000458170000000,CITY OF DALLAS
00000458173000000,CITY OF DALLAS
00000458176000000,CITY OF DALLAS
00000458179000000,CITY OF DALLAS
00000458182000000,CITY OF DALLAS
00000458185000000,CITY OF DALLAS
00000458188000000,CITY OF DALLAS
00000458191000000,CITY OF DALLAS
00000458194000000,CITY OF DALLAS
00000458197000000,CITY OF DALLAS
00000458200000000,CITY OF DALLAS
00000458203000000,CITY OF DALLAS
00000458206000000,CITY OF DALLAS
00000458209000000,CITY OF DALLAS
00000458212000000,CITY OF DALLAS
00000458215000000,CITY OF DALLAS
00000458218000000,CITY OF DALLAS
00000458221000000,CITY OF DALLAS
00000458224000000,CITY OF DALLAS
00000458227000000,CITY OF DALLAS
00000458230000000,CITY OF DALLAS
00000458233000000,CITY OF DALLAS
00000458236000000,CITY OF DALLAS
00000458239000000,CITY OF DALLAS
00000458242000000,CITY OF DALLAS
00000458245000000,CITY OF DALLAS
00000458248000000,CITY OF DALLAS
00000458251000000,CITY OF DALLAS
00000458254000000,CITY OF DALLAS
00000458257000000,CITY OF DALLAS
00000458260000000,CITY OF DALLAS
00000458263000000,CITY OF DALLAS
00000458266000000,CITY OF DALLAS
00000458269000000,CITY OF DALLAS
00000458272000000,CITY OF DALLAS
00000458275000000,CITY OF DALLAS
00000458278000000,CITY OF DALLAS
00000458428000000,CITY OF DALLAS
00000458533000000,CITY OF DALLAS
00000458770000000,CITY OF DALLAS
00000458773000000,CITY OF DALLAS
00000458815000000,CITY OF DALLAS
00000458824000000,CITY OF DALLAS
00000458827000000,CITY OF DALLAS
00000458836000000,DART
00000458839250000,DART
00000458848000000,DART
00000458866000000,CITY OF DALLAS
00000458905000100,DART
00000458908000000,DART
00000458911000000,DART
00000458914000000,DART
00000462145000000,CITY OF DALLAS
00000465673000000,DALLAS ISD
00000467125500000,CITY OF DALLAS
00000467131000000,CITY OF DALLAS
00000467134000000,CITY OF DALLAS
00000468074000100,CITY OF DALLAS
00000472750000000,CITY OF DALLAS
00000473917000000,DALLAS ISD
00000474148000000,CITY OF DALLAS
00000474163000000,CITY OF DALLAS
00000474457000000,CITY OF DALLAS
00000474931000000,CITY OF DALLAS
00000474988000100,CITY OF DALLAS
00000474991000000,CITY OF DALLAS
00000474994000000,CITY OF DALLAS
00000475283000100,CITY OF DALLAS
00000475292100000,CITY OF DALLAS
00000475293200000,CITY OF DALLAS
00000475293800000,CITY OF DALLAS
00000475301000000,CITY OF DALLAS
00000478864000000,CITY OF DALLAS
00000480904000000,CITY OF DALLAS
00000480904000100,CITY OF DALLAS
00000480907000000,CITY OF DALLAS
00000481552000000,CITY OF DALLAS
00000481558000000,CITY OF DALLAS
00000481561000000,CITY OF DALLAS
00000481564000000,CITY OF DALLAS
00000481570000000,CITY OF DALLAS
00000481573000000,CITY OF DALLAS
00000481576000000,CITY OF DALLAS
00000481579000000,CITY OF DALLAS
00000481585000000,CITY OF DALLAS
00000481588000000,CITY OF DALLAS
00000481591000000,CITY OF DALLAS
00000481591500000,CITY OF DALLAS
00000481597000000,CITY OF DALLAS
00000481606000000,CITY OF DALLAS
00000481684000000,CITY OF DALLAS
00000482278000000,CITY OF DALLAS
00000482281000000,CITY OF DALLAS
00000482284000000,CITY OF DALLAS
00000482365000000,CITY OF DALLAS
00000482368000000,CITY OF DALLAS
00000482647000000,CITY OF DALLAS
00000482659000000,CITY OF DALLAS
00000482662000000,CITY OF DALLAS
00000482665000000,CITY OF DALLAS
00000482668000000,CITY OF DALLAS
00000482671000000,CITY OF DALLAS
00000482923000000,CITY OF DALLAS
00000482929000000,CITY OF DALLAS
00000482932000000,CITY OF DALLAS
00000482935000000,CITY OF DALLAS
00000482938000000,CITY OF DALLAS
00000482941000000,CITY OF DALLAS
00000482944000000,CITY OF DALLAS
00000482969000000,CITY OF DALLAS
00000482971000100,CITY OF DALLAS
00000482974000000,CITY OF DALLAS
00000482986000000,CITY OF DALLAS
00000483131500100,CITY OF DALLAS
00000483135750000,CITY OF DALLAS
00000484960000000,CITY OF DALLAS
00000484966000000,CITY OF DALLAS
00000484969000000,CITY OF DALLAS
00000484972000000,CITY OF DALLAS
00000484978000000,CITY OF DALLAS
00000484981000000,CITY OF DALLAS
00000484984000000,CITY OF DALLAS
00000484987000000,CITY OF DALLAS
00000484990000000,CITY OF DALLAS
00000484993000000,CITY OF DALLAS
00000484996000000,CITY OF DALLAS
00000484999000000,CITY OF DALLAS
00000485002000000,CITY OF DALLAS
00000485020000200,CITY OF DALLAS
00000485020000300,CITY OF DALLAS
00000491140000000,CITY OF DALLAS
00000491145000100,CITY OF DALLAS
00000491245000000,CITY OF DALLAS
00000491284000000,CITY OF DALLAS
00000492052000000,CITY OF DALLAS
00000492163000000,CITY OF DALLAS
00000492235000000,CITY OF DALLAS
00000492253000000,CITY OF DALLAS
00000492287000000,CITY OF DALLAS
00000495103000000,CITY OF DALLAS
00000495124000000,CITY OF DALLAS
00000495130000000,CITY OF DALLAS
00000495199000200,CITY OF DALLAS
00000497353000000,CITY OF DALLAS
00000497356000000,CITY OF DALLAS
00000497407000000,DALLAS ISD
00000497410000000,DALLAS ISD
00000497566000000,CITY OF DALLAS
00000497698000000,CITY OF DALLAS
00000498049000100,CITY OF DALLAS
00000502387000100,CITY OF DALLAS
00000502930000000,CITY OF DALLAS
00000503515000000,CITY OF DALLAS
00000504307000000,CITY OF DALLAS
00000506458000000,CITY OF DALLAS
00000506494000000,CITY OF DALLAS
00000506875000000,CITY OF DALLAS
00000508714000000,CITY OF DALLAS
00000508996000000,CITY OF DALLAS
00000510058000000,CITY OF DALLAS
00000510157000000,CITY OF DALLAS
00000510334000100,CITY OF DALLAS
00000510427000000,CITY OF DALLAS
00000510431000000,CITY OF DALLAS
00000510439000000,CITY OF DALLAS
00000510766000000,CITY OF DALLAS
00000511954000100,CITY OF DALLAS
00000512044000000,CITY OF DALLAS
00000512044000100,CITY OF DALLAS
00000512045000000,CITY OF DALLAS
00000512050000000,CITY OF DALLAS
00000512062000000,CITY OF DALLAS
00000512068000000,CITY OF DALLAS
00000512074000000,CITY OF DALLAS
00000513163000000,CITY OF DALLAS
00000513469000000,CITY OF DALLAS
00000513475000000,DALLAS ISD
00000513502000000,CITY OF DALLAS
00000513506500000,CITY OF DALLAS
00000513511000000,CITY OF DALLAS
00000513511000100,CITY OF DALLAS
00000513529000000,CITY OF DALLAS
00000513538000000,CITY OF DALLAS
00000513547000000,CITY OF DALLAS
00000513550000000,CITY OF DALLAS
00000513562000000,CITY OF DALLAS
00000513592000000,CITY OF DALLAS
00000513595000100,CITY OF DALLAS
00000513601000100,CITY OF DALLAS
00000513628000100,CITY OF DALLAS
00000513648000000,CITY OF DALLAS
00000513670000100,DART
00000513761000000,CITY OF DALLAS
00000513772000100,CITY OF DALLAS
00000513775000100,CITY OF DALLAS
00000513775000200,CITY OF DALLAS
00000513781000100,CITY OF DALLAS
00000513832000000,CITY OF DALLAS
00000513835000000,CITY OF DALLAS
00000513850000000,CITY OF DALLAS
00000514075000000,CITY OF DALLAS
00000514081000000,CITY OF DALLAS
00000514084000000,CITY OF DALLAS
00000514087000000,CITY OF DALLAS
00000514090000000,CITY OF DALLAS
00000514096000000,CITY OF DALLAS
00000514099000000,CITY OF DALLAS
00000514102000000,CITY OF DALLAS
00000514105000000,CITY OF DALLAS
00000514147000000,CITY OF DALLAS
00000514150000000,CITY OF DALLAS
00000514162000000,CITY OF DALLAS
00000514168000000,CITY OF DALLAS
00000514180000000,CITY OF DALLAS
00000514183000000,CITY OF DALLAS
00000514186000000,CITY OF DALLAS
00000514195000000,CITY OF DALLAS
00000514198000100,DART
00000514198000200,DART
00000514222000000,CITY OF DALLAS
00000514225000000,CITY OF DALLAS
00000514228000000,CITY OF DALLAS
00000514243000000,CITY OF DALLAS
00000514246000000,CITY OF DALLAS
00000514249000000,CITY OF DALLAS
00000514252000000,CITY OF DALLAS
00000514255000000,CITY OF DALLAS
00000514258000000,CITY OF DALLAS
00000514261000000,CITY OF DALLAS
00000514264000000,CITY OF DALLAS
00000514267000000,CITY OF DALLAS
00000514270000000,CITY OF DALLAS
00000514273000000,CITY OF DALLAS
00000514276000000,CITY OF DALLAS
00000514279000000,CITY OF DALLAS
00000514318000000,CITY OF DALLAS
00000514324000000,CITY OF DALLAS
00000514330000000,CITY OF DALLAS
00000514336000000,CITY OF DALLAS
00000514342000000,CITY OF DALLAS
00000514348000000,CITY OF DALLAS
00000514354000000,CITY OF DALLAS
00000514366000000,CITY OF DALLAS
00000514372000000,CITY OF DALLAS
00000514376000100,CITY OF DALLAS
00000514378000000,CITY OF DALLAS
00000514381000000,CITY OF DALLAS
00000514382000000,CITY OF DALLAS
00000514387000000,CITY OF DALLAS
00000514402000000,CITY OF DALLAS
00000514408000000,CITY OF DALLAS
00000514429000000,CITY OF DALLAS
00000514441000000,CITY OF DALLAS
00000514441000100,CITY OF DALLAS
00000514726000000,CITY OF DALLAS
00000515182000000,CITY OF DALLAS
00000515327000000,CITY OF DALLAS
00000516460000100,CITY OF DALLAS
00000517506570000,CITY OF DALLAS
00000517506820000,CITY OF DALLAS
00000517507750000,CITY OF DALLAS
00000517609000000,CITY OF DALLAS
