ACCOUNT_NUM,OWNERSHIP_GROUP
00000517612000000,CITY OF DALLAS
00000517750000000,CITY OF DALLAS
00000517753000400,CITY OF DALLAS
00000520625000000,CITY OF DALLAS
00000520636000000,CITY OF DALLAS
00000522307000000,DALLAS ISD
00000527622000000,CITY OF DALLAS
00000527622000100,CITY OF DALLAS
00000527663500000,CITY OF DALLAS
00000527664850000,CITY OF DALLAS
00000528070000000,CITY OF DALLAS
00000528075000000,CITY OF DALLAS
00000534787000000,CITY OF DALLAS
00000535621000000,CITY OF DALLAS
00000536170000000,CITY OF DALLAS
00000536428000000,CITY OF DALLAS
00000536602000000,CITY OF DALLAS
00000536605000000,CITY OF DALLAS
00000536608000000,CITY OF DALLAS
00000536611000000,CITY OF DALLAS
00000542062000000,CITY OF DALLAS
00000543376000000,CITY OF DALLAS
00000543586000000,MULTIPLE OWNERS
00000545062500000,CITY OF DALLAS
00000545069000000,CITY OF DALLAS
00000545110000000,CITY OF DALLAS
00000545161000000,CITY OF DALLAS
00000548218000000,CITY OF DALLAS
00000548221000000,CITY OF DALLAS
00000549211000000,CITY OF DALLAS
00000549214000000,CITY OF DALLAS
00000549217000000,CITY OF DALLAS
00000549220000000,CITY OF DALLAS
00000549223000000,CITY OF DALLAS
00000549229500000,CITY OF DALLAS
00000549241000000,CITY OF DALLAS
00000549241000100,CITY OF DALLAS
00000549244000100,CITY OF DALLAS
00000549250500100,CITY OF DALLAS
00000549250500200,CITY OF DALLAS
00000549250500300,CITY OF DALLAS
00000549256000000,CITY OF DALLAS
00000549310000000,CITY OF DALLAS
00000549319000000,CITY OF DALLAS
00000550519000000,CITY OF DALLAS
00000550942000000,CITY OF DALLAS
00000552340000000,CITY OF DALLAS
00000552955500000,CITY OF DALLAS
00000554389000100,CITY OF DALLAS
00000554397000000,CITY OF DALLAS
00000554419000000,CITY OF DALLAS
00000554808000000,CITY OF DALLAS
00000554846000000,CITY OF DALLAS
00000555076000000,DALLAS HOUSING AUTHORITY
00000555634000000,DALLAS COUNTY
00000555637000000,CITY OF DALLAS
00000555647000100,DALLAS COUNTY
00000556066000000,CITY OF DALLAS
00000556087000000,CITY OF DALLAS
00000557422000000,CITY OF DALLAS
00000558013000000,CITY OF DALLAS
00000558016000000,CITY OF DALLAS
00000563296000000,DALLAS ISD
00000566111000000,CITY OF DALLAS
00000566186000000,CITY OF DALLAS
00000566311000000,CITY OF DALLAS
00000568330000000,CITY OF DALLAS
00000568342000000,CITY OF DALLAS
00000570747000000,CITY OF DALLAS
00000570989000000,CITY OF DALLAS
00000571003000000,CITY OF DALLAS
00000571228000000,CITY OF DALLAS
00000571468000000,CITY OF DALLAS
00000571478000000,CITY OF DALLAS
00000571483000000,CITY OF DALLAS
00000571487000000,CITY OF DALLAS
00000572932000000,CITY OF DALLAS
00000572935000000,CITY OF DALLAS
00000575963000100,CITY OF DALLAS
00000575977000000,CITY OF DALLAS
00000576100000000,CITY OF DALLAS
00000576151000000,DALLAS COUNTY
00000579274000100,CITY OF DALLAS
00000580268380000,CITY OF DALLAS
00000582640000000,CITY OF DALLAS
00000583561820000,CITY OF DALLAS
00000583786000000,CITY OF DALLAS
00000583787000000,CITY OF DALLAS
00000583789000000,CITY OF DALLAS
00000583792000000,CITY OF DALLAS
00000584218000000,CITY OF DALLAS
00000584361000000,CITY OF DALLAS
00000584365000100,CITY OF DALLAS
00000584853990000,CITY OF DALLAS
00000584854000000,CITY OF DALLAS
00000585244100000,CITY OF DALLAS
00000585244300000,CITY OF DALLAS
00000585964000000,CITY OF DALLAS
00000589082500000,DALLAS ISD
00000589082500100,CITY OF DALLAS
00000590770000000,CITY OF DALLAS
00000594649000000,CITY OF DALLAS
00000595767000000,CITY OF DALLAS
00000595767500000,CITY OF DALLAS
00000595780000000,CITY OF DALLAS
00000600499000000,CITY OF DALLAS
00000600502000000,CITY OF DALLAS
00000601111000100,CITY OF DALLAS
00000601297000000,CITY OF DALLAS
00000601477000000,CITY OF DALLAS
00000601519000000,CITY OF DALLAS
00000601585000000,CITY OF DALLAS
00000601588000000,CITY OF DALLAS
00000601603000000,CITY OF DALLAS
00000601813000000,CITY OF DALLAS
00000601831000000,CITY OF DALLAS
00000601916000000,CITY OF DALLAS
00000601937000000,CITY OF DALLAS
00000602056500100,CITY OF DALLAS
00000602107000100,CITY OF DALLAS
00000602128000000,CITY OF DALLAS
00000602899000100,CITY OF DALLAS
00000602929000000,CITY OF DALLAS
00000603119000000,CITY OF DALLAS
00000603145000000,CITY OF DALLAS
00000603177000000,CITY OF DALLAS
00000603299000000,CITY OF DALLAS
00000604003000000,CITY OF DALLAS
00000604006000000,CITY OF DALLAS
00000604507000000,CITY OF DALLAS
00000604927100000,CITY OF DALLAS
00000607816000100,CITY OF DALLAS
00000608123000200,CITY OF DALLAS
00000608128000000,CITY OF DALLAS
00000608128000100,CITY OF DALLAS
00000609937500000,CITY OF DALLAS
00000610726000000,CITY OF DALLAS
00000611299000000,CITY OF DALLAS
00000611299000200,CITY OF DALLAS
00000611299000300,CITY OF DALLAS
00000612355000000,CITY OF DALLAS
00000612356000000,CITY OF DALLAS
00000612361000000,CITY OF DALLAS
00000612364000000,CITY OF DALLAS
00000612602000000,CITY OF DALLAS
00000612603500000,CITY OF DALLAS
00000614428000000,CITY OF DALLAS
00000614752000000,CITY OF DALLAS
00000618856000000,CITY OF DALLAS
00000618859000000,CITY OF DALLAS
00000618862000000,CITY OF DALLAS
00000618865000000,CITY OF DALLAS
00000618868000000,CITY OF DALLAS
00000618871000000,CITY OF DALLAS
00000618874000000,CITY OF DALLAS
00000618877000000,CITY OF DALLAS
00000618880000000,CITY OF DALLAS
00000618883000000,CITY OF DALLAS
00000618886000000,CITY OF DALLAS
00000618889000000,CITY OF DALLAS
00000618892000000,CITY OF DALLAS
00000618895000000,CITY OF DALLAS
00000618898000000,CITY OF DALLAS
00000618901000000,CITY OF DALLAS
00000618904000000,CITY OF DALLAS
00000618907000000,CITY OF DALLAS
00000618913000000,CITY OF DALLAS
00000618916000000,CITY OF DALLAS
00000618919000000,CITY OF DALLAS
00000618922000000,CITY OF DALLAS
00000618925000000,CITY OF DALLAS
00000618928000000,CITY OF DALLAS
00000618931000000,CITY OF DALLAS
00000618934000000,CITY OF DALLAS
00000618937000000,CITY OF DALLAS
00000618940000000,CITY OF DALLAS
00000618946000000,CITY OF DALLAS
00000618949000000,CITY OF DALLAS
00000618952000000,CITY OF DALLAS
00000618955000000,CITY OF DALLAS
00000618958000000,CITY OF DALLAS
00000618961000000,CITY OF DALLAS
00000618964000000,CITY OF DALLAS
00000618967000000,CITY OF DALLAS
00000618970000000,CITY OF DALLAS
00000618973000000,CITY OF DALLAS
00000618976000000,CITY OF DALLAS
00000618979000000,CITY OF DALLAS
00000618982000000,CITY OF DALLAS
00000618985000000,CITY OF DALLAS
00000618988000000,CITY OF DALLAS
00000618991000000,CITY OF DALLAS
00000618994000000,CITY OF DALLAS
00000618997000000,CITY OF DALLAS
00000619000000000,CITY OF DALLAS
00000619003000000,CITY OF DALLAS
00000619006000000,CITY OF DALLAS
00000619009000000,CITY OF DALLAS
00000619012000000,CITY OF DALLAS
00000619015000000,CITY OF DALLAS
00000619018000000,CITY OF DALLAS
00000619021000000,CITY OF DALLAS
00000619024000000,CITY OF DALLAS
00000619027000000,CITY OF DALLAS
00000619030000000,CITY OF DALLAS
00000619033000000,CITY OF DALLAS
00000619036000000,CITY OF DALLAS
00000619039000000,CITY OF DALLAS
00000619042000000,CITY OF DALLAS
00000619045000000,CITY OF DALLAS
00000619048000000,CITY OF DALLAS
00000619051000000,CITY OF DALLAS
00000619054000000,CITY OF DALLAS
00000619057000000,CITY OF DALLAS
00000619063000000,CITY OF DALLAS
00000619066000000,CITY OF DALLAS
00000619069000000,CITY OF DALLAS
00000619072000000,CITY OF DALLAS
00000619078000000,CITY OF DALLAS
00000619081000000,CITY OF DALLAS
00000619084000000,CITY OF DALLAS
00000619087000000,CITY OF DALLAS
00000619090000000,CITY OF DALLAS
00000619093000000,CITY OF DALLAS
00000619096000000,CITY OF DALLAS
00000619099000000,CITY OF DALLAS
00000619102000000,CITY OF DALLAS
00000619105000000,CITY OF DALLAS
00000619111000000,CITY OF DALLAS
00000619114000000,CITY OF DALLAS
00000619117000000,CITY OF DALLAS
00000619120000000,CITY OF DALLAS
00000619126000000,CITY OF DALLAS
00000619129000000,CITY OF DALLAS
00000619132000000,CITY OF DALLAS
00000619138000000,CITY OF DALLAS
00000619141000000,CITY OF DALLAS
00000619144000000,CITY OF DALLAS
00000619147000000,CITY OF DALLAS
00000619150000000,CITY OF DALLAS
00000619153000000,CITY OF DALLAS
00000619156000000,CITY OF DALLAS
00000619159000000,CITY OF DALLAS
00000619162000000,CITY OF DALLAS
00000619165000000,CITY OF DALLAS
00000619168000000,CITY OF DALLAS
00000619171000000,CITY OF DALLAS
00000619174000000,CITY OF DALLAS
00000619177000000,CITY OF DALLAS
00000619180000000,CITY OF DALLAS
00000619183000000,CITY OF DALLAS
00000619192000000,CITY OF DALLAS
00000619195000000,CITY OF DALLAS
00000619198000000,CITY OF DALLAS
00000619201000000,CITY OF DALLAS
00000619204000000,CITY OF DALLAS
00000619207000000,CITY OF DALLAS
00000619210000000,CITY OF DALLAS
00000619213000000,CITY OF DALLAS
00000619216000000,CITY OF DALLAS
00000619219000000,CITY OF DALLAS
00000619222000000,CITY OF DALLAS
00000619225000000,CITY OF DALLAS
00000619228000000,CITY OF DALLAS
00000619231000000,CITY OF DALLAS
00000619234000000,CITY OF DALLAS
00000619237000000,CITY OF DALLAS
00000619240000000,CITY OF DALLAS
00000619245000000,CITY OF DALLAS
00000619246000000,CITY OF DALLAS
00000619249000000,CITY OF DALLAS
00000619252000000,CITY OF DALLAS
00000619255000000,CITY OF DALLAS
00000619258000000,CITY OF DALLAS
00000619261000000,CITY OF DALLAS
00000619267000000,CITY OF DALLAS
00000619270000000,CITY OF DALLAS
00000619276000000,CITY OF DALLAS
00000619282000000,CITY OF DALLAS
00000619288000000,CITY OF DALLAS
00000619291000000,CITY OF DALLAS
00000619294000000,CITY OF DALLAS
00000619297000000,CITY OF DALLAS
00000619300000000,CITY OF DALLAS
00000619303000000,CITY OF DALLAS
00000619306000000,CITY OF DALLAS
00000619312000000,CITY OF DALLAS
00000619315000000,CITY OF DALLAS
00000619318000000,CITY OF DALLAS
00000619321000000,CITY OF DALLAS
00000619324000000,CITY OF DALLAS
00000619330000000,CITY OF DALLAS
00000619333000000,CITY OF DALLAS
00000619336000000,CITY OF DALLAS
00000619339000000,CITY OF DALLAS
00000619342000000,CITY OF DALLAS
00000619351000000,CITY OF DALLAS
00000619354000000,CITY OF DALLAS
00000619360000000,CITY OF DALLAS
00000619366000000,CITY OF DALLAS
00000619387000000,CITY OF DALLAS
00000619399000000,CITY OF DALLAS
00000619402000000,CITY OF DALLAS
00000619408000000,CITY OF DALLAS
00000619414000000,CITY OF DALLAS
00000619420000000,CITY OF DALLAS
00000619426000000,CITY OF DALLAS
00000619429000000,CITY OF DALLAS
00000619441000000,CITY OF DALLAS
00000619450000000,CITY OF DALLAS
00000619453000000,CITY OF DALLAS
00000619456000000,CITY OF DALLAS
00000619462000000,CITY OF DALLAS
00000619465000000,CITY OF DALLAS
00000619471000000,CITY OF DALLAS
00000619474000000,CITY OF DALLAS
00000619477000000,CITY OF DALLAS
00000619480000000,CITY OF DALLAS
00000619483000000,CITY OF DALLAS
00000619486000000,CITY OF DALLAS
00000619489000000,CITY OF DALLAS
00000619492000000,CITY OF DALLAS
00000619495000000,CITY OF DALLAS
00000619498000000,CITY OF DALLAS
00000619501000000,CITY OF DALLAS
00000619504000000,CITY OF DALLAS
00000619507000000,CITY OF DALLAS
00000619510000000,CITY OF DALLAS
00000619513000000,CITY OF DALLAS
00000619516000000,CITY OF DALLAS
00000619522000000,CITY OF DALLAS
00000619525000000,CITY OF DALLAS
00000619531000000,CITY OF DALLAS
00000619537000000,CITY OF DALLAS
00000619540000000,CITY OF DALLAS
00000619543000000,CITY OF DALLAS
00000619843000000,DALLAS COUNTY
00000619891500000,DALLAS COUNTY
00000619893000000,DALLAS COUNTY
00000619900000000,DALLAS ISD
00000619908500000,CITY OF DALLAS
00000620194000000,CITY OF DALLAS
00000621037000000,CITY OF DALLAS
00000621703000000,CITY OF DALLAS
00000621741000000,CITY OF DALLAS
00000621760000100,CITY OF DALLAS
00000621760000200,CITY OF DALLAS
00000621787000000,CITY OF DALLAS
00000621942000000,CITY OF DALLAS
00000621952000000,CITY OF DALLAS
00000621967000000,CITY OF DALLAS
00000622727000000,CITY OF DALLAS
00000623524000000,CITY OF DALLAS
00000624097000000,CITY OF DALLAS
00000624304000000,CITY OF DALLAS
00000624323000000,CITY OF DALLAS
00000624328000000,CITY OF DALLAS
00000624427250000,CITY OF DALLAS
00000624427950000,CITY OF DALLAS
00000624427960000,CITY OF DALLAS
00000624436250000,CITY OF DALLAS
00000624439500000,CITY OF DALLAS
00000625255000000,CITY OF DALLAS
00000625496010000,CITY OF DALLAS
00000625627000000,CITY OF DALLAS
00000626479010000,CITY OF DALLAS
00000626479300000,CITY OF DALLAS
00000626491300000,CITY OF DALLAS
00000626491320000,CITY OF DALLAS
00000626494260000,CITY OF DALLAS
00000626494280000,CITY OF DALLAS
00000626494300000,CITY OF DALLAS
00000626494700000,CITY OF DALLAS
00000626494720000,CITY OF DALLAS
00000626494740000,CITY OF DALLAS
00000626494760000,CITY OF DALLAS
00000626494780000,CITY OF DALLAS
00000626494800000,CITY OF DALLAS
00000626494820000,CITY OF DALLAS
00000626494840000,CITY OF DALLAS
00000626494860000,CITY OF DALLAS
00000626494880000,CITY OF DALLAS
00000626494900000,CITY OF DALLAS
00000626494920000,CITY OF DALLAS
00000626494940000,CITY OF DALLAS
00000626500000000,CITY OF DALLAS
00000629377000000,CITY OF DALLAS
00000631489000100,CITY OF DALLAS
00000631489000300,CITY OF DALLAS
00000631834000100,CITY OF DALLAS
00000632767500000,CITY OF DALLAS
00000633526000000,CITY OF DALLAS
00000633637000000,CITY OF DALLAS
00000634693000000,CITY OF DALLAS
00000634702000100,CITY OF DALLAS
00000635038000000,CITY OF DALLAS
00000635929000000,CITY OF DALLAS
00000635932100000,CITY OF DALLAS
00000635939000000,CITY OF DALLAS
00000635950000000,CITY OF DALLAS
00000635956000000,CITY OF DALLAS
00000635965200000,CITY OF DALLAS
00000635968000000,CITY OF DALLAS
00000636382000000,DALLAS ISD
00000636385000000,DALLAS ISD
00000636390000000,DALLAS ISD
00000636401500000,CITY OF DALLAS
00000636410000000,DALLAS ISD
00000636607000000,CITY OF DALLAS
00000636610500000,CITY OF DALLAS
00000636611000000,CITY OF DALLAS
00000637009000000,CITY OF DALLAS
00000638011000000,DALLAS COLLEGE
00000638011010000,CITY OF DALLAS
00000639511000000,CITY OF DALLAS
00000639592300000,CITY OF DALLAS
00000639649000000,CITY OF DALLAS
00000639673000100,CITY OF DALLAS
00000639727000000,CITY OF DALLAS
00000639742000000,CITY OF DALLAS
00000639823000100,CITY OF DALLAS
00000639823000200,CITY OF DALLAS
00000639826000100,CITY OF DALLAS
00000639850000000,CITY OF DALLAS
00000639859000000,CITY OF DALLAS
00000639886000000,CITY OF DALLAS
00000639913000100,CITY OF DALLAS
00000639935000100,CITY OF DALLAS
00000639958000100,CITY OF DALLAS
00000639994000100,CITY OF DALLAS
00000640186000000,CITY OF DALLAS
00000640189000000,CITY OF DALLAS
00000640192000000,CITY OF DALLAS
00000640228000000,CITY OF DALLAS
00000640249000000,CITY OF DALLAS
00000640264000000,CITY OF DALLAS
00000640432000000,CITY OF DALLAS
00000640505050000,CITY OF DALLAS
00000640603000000,CITY OF DALLAS
00000640606000000,CITY OF DALLAS
00000640609000000,CITY OF DALLAS
00000640726000000,CITY OF DALLAS
00000641134000000,CITY OF DALLAS
00000641326000000,CITY OF DALLAS
00000641335000000,CITY OF DALLAS
00000641632000000,CITY OF DALLAS
00000641695000000,CITY OF DALLAS
00000641704000000,CITY OF DALLAS
00000641713000000,CITY OF DALLAS
00000641716000000,CITY OF DALLAS
00000641719000000,CITY OF DALLAS
00000641722000000,CITY OF DALLAS
00000641728000000,CITY OF DALLAS
00000641770000000,CITY OF DALLAS
00000641773000000,CITY OF DALLAS
00000641794000000,CITY OF DALLAS
00000642070000000,CITY OF DALLAS
00000642079000000,CITY OF DALLAS
00000642136000000,CITY OF DALLAS
00000642139000000,CITY OF DALLAS
00000642142000000,CITY OF DALLAS
00000642175000000,CITY OF DALLAS
00000642178000000,CITY OF DALLAS
00000642190000000,CITY OF DALLAS
00000642193000000,CITY OF DALLAS
00000642196000000,CITY OF DALLAS
00000642331000000,CITY OF DALLAS
00000642355200000,CITY OF DALLAS
00000642433000000,CITY OF DALLAS
00000642448000000,CITY OF DALLAS
00000642451000000,CITY OF DALLAS
00000642496000000,CITY OF DALLAS
00000642553000000,CITY OF DALLAS
00000642568000000,CITY OF DALLAS
00000642607000000,CITY OF DALLAS
00000642640000000,CITY OF DALLAS
00000642745000000,CITY OF DALLAS
00000642748000000,CITY OF DALLAS
00000642769000000,CITY OF DALLAS
00000642946000000,CITY OF DALLAS
00000642949000000,CITY OF DALLAS
00000642955000000,CITY OF DALLAS
00000642973000000,DALLAS HOUSING AUTHORITY
00000643159000000,CITY OF DALLAS
00000643162000000,CITY OF DALLAS
00000643168000000,CITY OF DALLAS
00000643273000000,CITY OF DALLAS
00000643279000000,CITY OF DALLAS
00000643282000000,CITY OF DALLAS
00000643285000000,CITY OF DALLAS
00000643333000000,CITY OF DALLAS
00000643339000000,CITY OF DALLAS
00000643342000000,CITY OF DALLAS
00000643348000000,CITY OF DALLAS
00000643369000000,MULTIPLE OWNERS
00000643399000000,CITY OF DALLAS
00000643402000000,CITY OF DALLAS
00000643408000000,CITY OF DALLAS
00000643456000000,CITY OF DALLAS
00000643465000000,CITY OF DALLAS
00000643495000000,CITY OF DALLAS
00000643498000000,CITY OF DALLAS
00000643576000000,CITY OF DALLAS
00000643606000000,CITY OF DALLAS
00000643693000000,CITY OF DALLAS
00000643738000000,CITY OF DALLAS
00000643789000000,CITY OF DALLAS
00000643843000000,CITY OF DALLAS
00000643852000000,CITY OF DALLAS
00000643855000000,CITY OF DALLAS
00000643858000000,CITY OF DALLAS
00000643861000000,CITY OF DALLAS
00000643999000000,CITY OF DALLAS
00000644026000200,CITY OF DALLAS
00000644026000400,CITY OF DALLAS
00000644026000600,CITY OF DALLAS
00000644035000000,CITY OF DALLAS
00000644038000000,CITY OF DALLAS
00000644041000000,CITY OF DALLAS
00000644878000000,CITY OF DALLAS
00000645451000000,CITY OF DALLAS
00000645454000200,CITY OF DALLAS
00000646484000000,DALLAS COUNTY
00000646810000000,CITY OF DALLAS
00000648046000000,CITY OF DALLAS
00000648049000000,CITY OF DALLAS
00000648547400000,CITY OF DALLAS
00000654068000000,CITY OF DALLAS
00000654100000000,CITY OF DALLAS
00000654103500300,CITY OF DALLAS
00000654103500400,CITY OF DALLAS
00000654319000000,CITY OF DALLAS
00000654394000000,CITY OF DALLAS
00000654397000000,CITY OF DALLAS
00000654400000000,CITY OF DALLAS
00000654403000000,CITY OF DALLAS
00000654406000000,CITY OF DALLAS
00000654409000000,CITY OF DALLAS
00000654412000000,CITY OF DALLAS
00000654415000000,CITY OF DALLAS
00000654418000000,CITY OF DALLAS
00000654421000000,CITY OF DALLAS
00000654424000000,CITY OF DALLAS
00000654427000000,CITY OF DALLAS
00000654430000000,CITY OF DALLAS
00000655138000002,CITY OF DALLAS
00000655141000000,CITY OF DALLAS
00000655517000000,CITY OF DALLAS
00000656662000200,CITY OF DALLAS
00000656674000100,CITY OF DALLAS
00000656989250000,CITY OF DALLAS
00000657025000100,CITY OF DALLAS
00000657028000000,CITY OF DALLAS
00000657028000200,CITY OF DALLAS
00000657040000000,CITY OF DALLAS
00000657043000000,CITY OF DALLAS
00000657046000000,CITY OF DALLAS
00000657048000000,CITY OF DALLAS
00000657051500100,CITY OF DALLAS
00000657070000000,CITY OF DALLAS
00000660328000000,CITY OF DALLAS
00000660331000000,CITY OF DALLAS
00000660358000000,CITY OF DALLAS
00000660361000000,CITY OF DALLAS
00000660370000000,CITY OF DALLAS
00000660850000100,CITY OF DALLAS
00000660907000100,CITY OF DALLAS
00000660922000100,CITY OF DALLAS
00000660925000000,CITY OF DALLAS
00000660928000000,CITY OF DALLAS
00000661740450000,CITY OF DALLAS
00000662050000000,DALLAS ISD
00000662051000000,CITY OF DALLAS
00000662713010000,CITY OF DALLAS
00000663352000000,CITY OF DALLAS
00000663375000000,CITY OF DALLAS
00000663382000000,CITY OF DALLAS
00000663382000100,CITY OF DALLAS
00000663400000000,CITY OF DALLAS
00000663409000000,CITY OF DALLAS
00000663421000000,CITY OF DALLAS
00000663427000000,CITY OF DALLAS
00000663436100000,CITY OF DALLAS
00000663457000000,CITY OF DALLAS
00000663498000000,CITY OF DALLAS
00000663568000000,CITY OF DALLAS
00000663583000000,CITY OF DALLAS
00000663592000000,CITY OF DALLAS
00000663621600000,CITY OF DALLAS
00000663625000000,CITY OF DALLAS
00000663640100000,CITY OF DALLAS
00000664123000000,CITY OF DALLAS
00000664126000000,CITY OF DALLAS
00000664129000000,CITY OF DALLAS
00000664135000000,CITY OF DALLAS
00000664153000000,CITY OF DALLAS
00000664157000000,CITY OF DALLAS
00000664159000000,CITY OF DALLAS
00000664162000000,CITY OF DALLAS
00000664168000000,CITY OF DALLAS
00000664270000000,CITY OF DALLAS
00000669022000000,DALLAS HOUSING AUTHORITY
00000669025000000,DALLAS HOUSING AUTHORITY
00000669028000000,CITY OF DALLAS
00000669127000000,CITY OF DALLAS
00000669130000000,CITY OF DALLAS
00000669136000000,CITY OF DALLAS
00000669139000000,CITY OF DALLAS
00000669175000000,CITY OF DALLAS
00000669211000000,CITY OF DALLAS
00000669221000000,CITY OF DALLAS
00000669259000000,CITY OF DALLAS
00000669289000000,CITY OF DALLAS
00000669310000000,CITY OF DALLAS
00000669316000000,CITY OF DALLAS
00000669355000000,CITY OF DALLAS
00000669400000000,CITY OF DALLAS
00000669484000000,CITY OF DALLAS
00000669937000000,CITY OF DALLAS
00000669940000000,CITY OF DALLAS
00000670033000000,MULTIPLE OWNERS
00000670075000000,CITY OF DALLAS
00000670291000000,CITY OF DALLAS
00000670294000000,CITY OF DALLAS
00000670297000000,CITY OF DALLAS
00000670300000000,CITY OF DALLAS
00000670303000000,CITY OF DALLAS
00000670306000000,CITY OF DALLAS
00000670309000000,CITY OF DALLAS
00000670318000000,CITY OF DALLAS
00000670354000000,CITY OF DALLAS
00000670357000000,CITY OF DALLAS
00000670360000000,CITY OF DALLAS
00000670363000000,CITY OF DALLAS
00000670366000000,CITY OF DALLAS
00000670369000000,CITY OF DALLAS
00000670372000000,CITY OF DALLAS
00000670375000000,CITY OF DALLAS
00000670429000000,CITY OF DALLAS
00000670441000000,CITY OF DALLAS
00000670444000000,CITY OF DALLAS
00000670450000000,CITY OF DALLAS
00000670453000000,CITY OF DALLAS
00000670456000000,CITY OF DALLAS
00000670465000000,CITY OF DALLAS
00000670468000000,CITY OF DALLAS
00000670471000000,CITY OF DALLAS
00000670474000000,CITY OF DALLAS
00000670519000000,CITY OF DALLAS
00000670522000000,CITY OF DALLAS
00000670525000000,CITY OF DALLAS
00000670528000000,CITY OF DALLAS
00000670531000000,DALLAS HOUSING AUTHORITY
00000670531000100,CITY OF DALLAS
00000670536000000,CITY OF DALLAS
00000672592000000,CITY OF DALLAS
00000672661000100,CITY OF DALLAS
00000672679000000,CITY OF DALLAS
00000673171000000,CITY OF DALLAS
00000673658000000,DALLAS ISD
00000673664000000,DALLAS ISD
00000673672000000,DALLAS ISD
00000673676000000,DALLAS ISD
00000673681000000,DALLAS ISD
00000674083000000,CITY OF DALLAS
00000674988000000,CITY OF DALLAS
00000675386000000,CITY OF DALLAS
00000675443000000,CITY OF DALLAS
00000677056000000,CITY OF DALLAS
00000677059000000,DALLAS COUNTY
00000677074000000,CITY OF DALLAS
00000677080000000,CITY OF DALLAS
00000677095000000,CITY OF DALLAS
00000677098000000,CITY OF DALLAS
00000677131000000,DALLAS COUNTY
00000677185000000,CITY OF DALLAS
00000677191000000,DALLAS COUNTY
00000677195000000,CITY OF DALLAS
00000677197000000,CITY OF DALLAS
00000678241000000,CITY OF DALLAS
00000678244000000,CITY OF DALLAS
00000678430000100,CITY OF DALLAS
00000680788000000,CITY OF DALLAS
00000681904000100,DALLAS HOUSING AUTHORITY
00000681904000900,CITY OF DALLAS
00000681912000000,DALLAS HOUSING AUTHORITY
00000681912000200,DALLAS HOUSING AUTHORITY
00000681912000400,DALLAS HOUSING AUTHORITY
00000681912000500,DALLAS HOUSING AUTHORITY
00000681912000700,DALLAS HOUSING AUTHORITY
00000682156000000,CITY OF DALLAS
00000682159000000,CITY OF DALLAS
00000682174000000,CITY OF DALLAS
00000683107000000,CITY OF DALLAS
00000683641000000,CITY OF DALLAS
00000683812000000,CITY OF DALLAS
00000684136000000,CITY OF DALLAS
00000684172000000,CITY OF DALLAS
00000684209000000,CITY OF DALLAS
00000684242000000,CITY OF DALLAS
00000684272000000,CITY OF DALLAS
00000684302000000,CITY OF DALLAS
00000684326000000,CITY OF DALLAS
00000684329000000,CITY OF DALLAS
00000684332000000,CITY OF DALLAS
00000684338000000,CITY OF DALLAS
00000684364000100,CITY OF DALLAS
00000684368000000,CITY OF DALLAS
00000684428000000,CITY OF DALLAS
00000684431000000,CITY OF DALLAS
00000684464000000,CITY OF DALLAS
00000684467000000,CITY OF DALLAS
00000684500000000,CITY OF DALLAS
00000685251000000,CITY OF DALLAS
00000685355000000,CITY OF DALLAS
00000685423000000,CITY OF DALLAS
00000685468000000,CITY OF DALLAS
00000685537000000,CITY OF DALLAS
00000685552000000,CITY OF DALLAS
00000686254000000,CITY OF DALLAS
00000686453100000,CITY OF DALLAS
00000686473100000,CITY OF DALLAS
00000686656000000,CITY OF DALLAS
00000686668000000,CITY OF DALLAS
00000686851000000,CITY OF DALLAS
00000686893000000,CITY OF DALLAS
00000686914000000,CITY OF DALLAS
00000687067000000,CITY OF DALLAS
00000688585000000,CITY OF DALLAS
00000688951000000,CITY OF DALLAS
00000689032000000,CITY OF DALLAS
00000691492000000,CITY OF DALLAS
00000691984000000,CITY OF DALLAS
00000692056000000,CITY OF DALLAS
00000692059000000,CITY OF DALLAS
00000692062000000,CITY OF DALLAS
00000692065000000,CITY OF DALLAS
00000693280000000,CITY OF DALLAS
00000693283000000,CITY OF DALLAS
00000693286000000,CITY OF DALLAS
00000693313000000,CITY OF DALLAS
00000693370000000,DALLAS COUNTY
00000693373000000,DALLAS COUNTY
00000693382000000,DALLAS COUNTY
00000697186000000,CITY OF DALLAS
00000697189000000,CITY OF DALLAS
00000697192000000,CITY OF DALLAS
00000697195000000,CITY OF DALLAS
00000697198000000,CITY OF DALLAS
00000697527000000,CITY OF DALLAS
00000697750000000,CITY OF DALLAS
00000697753000000,CITY OF DALLAS
00000697756000000,CITY OF DALLAS
00000697759000000,CITY OF DALLAS
00000697762000000,CITY OF DALLAS
00000697765000000,CITY OF DALLAS
00000697774000000,CITY OF DALLAS
00000697777000000,CITY OF DALLAS
00000697783000000,CITY OF DALLAS
00000698383000000,CITY OF DALLAS
00000698386000000,CITY OF DALLAS
00000698389000000,CITY OF DALLAS
00000698392000000,CITY OF DALLAS
00000698392600000,CITY OF DALLAS
00000698401000000,CITY OF DALLAS
00000698425000000,CITY OF DALLAS
00000698428000000,CITY OF DALLAS
00000698431000000,CITY OF DALLAS
00000698434000000,CITY OF DALLAS
00000698437000000,CITY OF DALLAS
00000698440000000,CITY OF DALLAS
00000698443000000,CITY OF DALLAS
00000698446000000,CITY OF DALLAS
